Tokunagaia,Tokunagaia obriaini,species
Duponchelia,Duponchelia fovealis,species
Cerambycidae,Analeptura,genus
Ichneumonidae,Stethantyx,genus
Nepticulidae,Zimmermannia,genus
Austruca,Austruca lactea,species
Borborillus,Borborillus fumipennis,species
Psilacron,Psilacron princeps,species
Enicospilus,Enicospilus hacha,species
Nereis,Nereis procera,species
Naididae,Ophidonais,genus
Myadestes,Myadestes occidentalis,species
Limnodynastidae,Heleioporus,genus
Carangoides,Carangoides equula,species
Hemileuca,Hemileuca nevadensis,species
Nysius,Nysius sp. 1 HZ-2015,species
Lycaenidae,Cupidesthes,genus
Albinaria,Albinaria voithii,species
Eriphiidae,Eriphia,genus
Erebidae,Sosxetra,genus
Diptera,Neurochaetidae,family
Cicadellidae,Oncometopia,genus
Ichthyophis,Ichthyophis bombayensis,species
Palaemon,Palaemon elegans,species
Cystiphora,Cystiphora taraxaci,species
Synalpheus,Synalpheus sp. 2 HA-2021b,species
Ocnerodrilidae,Gordiodrilus,genus
Alysia,Alysia jft01,species
Theridion,Theridion sp. DB-3145,species
Braconidae,Alabagrus,genus
Scaphopoda,Gadilida,order
Lasiocampidae,Nesara,genus
Braconidae,Adialytus,genus
Lobata,Ocyropsidae,family
Pristoceuthophilus,Pristoceuthophilus celatus,species
Mesostigmata,Pachylaelapidae,family
Tortricidae,Thaumatographa,genus
Holbrookia,Holbrookia maculata,species
Ectoedemia,Ectoedemia hendrikseni,species
Xylophanes,Xylophanes maculator,species
Hypogastrura,Hypogastrura macrotuberculata,species
Hesperiidae,Zenis,genus
Zygaena,Zygaena romeo,species
Squamata,Amphisbaenidae,family
cryptJanzen01,cryptJanzen01 Malaise5567,species
Tachinidae,Quadratosoma,genus
Aedes,Aedes cataphylla,species
Staphylinidae,Atrecus,genus
Acrididae,Hippopedon,genus
Tetraodontidae,Sphoeroides,genus
Mammalia,Didelphimorphia,order
Idiodes,Idiodes pectinata,species
Ambassis,Ambassis ambassis,species
Nesticodes,Nesticodes rufipes,species
Eirene,Eirene hexanemalis,species
Culex,Culex vishnui,species
Torrenticola,Torrenticola sellersorum,species
Phragmatopoma,Phragmatopoma virgini,species
Phiala,Phiala alba,species
Acroteriobatus,Acroteriobatus annulatus,species
Iridopsis,Iridopsis sanctissima,species
Hypena,Hypena degesalis,species
Pinctada,Pinctada maxima,species
Borsoniidae,Bathytoma,genus
Hahnia,Hahnia ononidum,species
Lactoria,Lactoria cornuta,species
Erebidae,Icta,genus
Brevoortia,Brevoortia tyrannus,species
Geometridae,Epyaxa,genus
Pterostichus,Pterostichus herculaneus,species
Characidae,Gephyrocharax,genus
Tiracola,Tiracola plagiata,species
Crabronidae,Argogorytes,genus
Ectropis,Ectropis bispinaria,species
GelechiidaeGEN,GelechiidaeGEN sp. ACL6194,species
Syrphidae,Meligramma,genus
Pterophoridae,Gypsochares,genus
Hemiptera,Putoidae,family
Rema,Rema tetraspila,species
Harpalus,Harpalus indigens,species
Elachista,Elachista coniophora,species
Hypercompe,Hypercompe magdalenae,species
Noctuidae,Metaxaglaea,genus
Alces,Alces alces,species
Amphiprion,Amphiprion sandaracinos,species
Heterospilus,Heterospilus Malaise3268,species
Megophryidae,Leptobrachella,genus
Synthliboramphus,Synthliboramphus antiquus,species
Psilorhynchus,Psilorhynchus homaloptera,species
Crambidae,Cymbopteryx,genus
Sarcoptiformes,Psoroptoididae,family
Miridae,Agnocoris,genus
Donacaula,Donacaula forficella,species
Capniidae,Paracapnia,genus
Tapinocyba,Tapinocyba prima,species
Tortricidae,Paramesia,genus
Pheidole,Pheidole andohahela,species
Dichomeris,Dichomeris n. sp. nr. ochreoviridella,species
Geometridae,Oenochroma,genus
Backeljaia,Backeljaia gigaxii,species
Limacodidae,Adoneta,genus
Cicadellidae,Youngolidia,genus
Choristoneura,Choristoneura houstonana,species
Noctuidae,Micromonodes,genus
Pyralidae,Morosaphycita,genus
Geometridae,Geodena,genus
Centropomus,Centropomus mexicanus,species
Anacrusis,Anacrusis turrialbaeDHJ02,species
Pseudobaikalia,Pseudobaikalia sp. 1 MK-2016,species
Curimatidae,Cyphocharax,genus
Lecane,Lecane bulla,species
Atrytonopsis,Atrytonopsis loammi,species
Amauronematus,Amauronematus histrio,species
Aulonothroscus,Aulonothroscus punctatus,species
Tettigoniidae,Anonconotus,genus
Alloteuthis,Alloteuthis sp.,species
Leptestheriidae,Leptestheria,genus
Normichthys,Normichthys yahganorum,species
Globochthonius,Globochthonius caligatus,species
Neoblastobasis,Neoblastobasis decolor,species
Platycephalus,Platycephalus sp. RCI4,species
Hahncappsia,Hahncappsia sacculalis,species
Myllaena,Myllaena dubia,species
Nasutitermes,Nasutitermes arborum,species
Zizula,Zizula hylax,species
Pampus,Pampus sp. LY-2009,species
Solenopsis,Solenopsis corticalis,species
Xenoschesis,Xenoschesis ustulata,species
Rhabditida,Criconematidae,family
Malacoctenus,Malacoctenus ebisui,species
Agromyza,Agromyza nigrella,species
Desmella,Desmella myiopitoides,species
Triozidae,Kuwayama,genus
Cerylonidae,Euxestoxenus,genus
Salmo,Salmo abanticus,species
Branchinotogluma,Branchinotogluma japonicus,species
Enema,Enema endymion,species
Rhinella,Rhinella margaritifera,species
Onthophagus,Onthophagus hecate,species
Catastenus,Catastenus femoralis,species
Erebidae,Pandesma,genus
Anacroneuria,Anacroneuria sp.,species
Viperidae,Montivipera,genus
Aspidodera,Aspidodera raillieti,species
Bedellia,Bedellia somnulentella,species
Elachista,Elachista deceptricula,species
Chrysomelidae,Apteropeda,genus
Phoridae,Ecituncula,genus
Phyllostomidae,Glossophaga,genus
Soricidae,Sorex,genus
Hypera,Hypera miles,species
Pteromalidae,Dibrachys,genus
Fletcherimyia,Fletcherimyia fletcheri,species
Staphylinidae,Paederus,genus
Euzetes,Euzetes globulus,species
Triraphis,Triraphis mariobozai,species
Quedius,Quedius levicollis,species
Bemisia,Bemisia euphorbiae,species
Clubiona,Clubiona pacifica,species
Freyella,Freyella attenuata,species
Acinopterus,Acinopterus angulatus,species
Polycitoridae,Cystodytes,genus
Pardosa,Pardosa xerophila,species
Tachinidae,Rondania,genus
Chetia,Chetia flaviventris,species
Heminothrus,Heminothrus humicola,species
Phrurotimpus,Phrurotimpus alarius,species
Pseudaphelia,Pseudaphelia apollinaris,species
Antrusa,Antrusa melanocera,species
Catonephele,Catonephele orites,species
Pseudolycoriella,Pseudolycoriella sp. n. KH1,species
Mastacembelidae,Mastacembelus,genus
Dysithamnus,Dysithamnus mentalis,species
Psilus,Psilus acutangulus,species
Chrysolarentia,Chrysolarentia cataphaea,species
Ostreopsidaceae,Alexandrium,genus
Hymenoptera,Xiphydriidae,family
Megaselia,Megaselia fujiokai,species
Epinephelus,Epinephelus coeruleopunctatus,species
Tetraodontidae,Lagocephalus,genus
Agyra,Agyra marchandi,species
Aegomorphus,Aegomorphus clavipes,species
Amphiophiura,Amphiophiura spatulifera,species
Braconidae,Pseudognaptodon,genus
Cyprinidae,Catla,genus
Procambarus,Procambarus alleni,species
Balitoridae,Erromyzon,genus
Erebidae,Meranda,genus
Pyralidae,Carcha,genus
Geometridae,Heterolocha,genus
Perca,Perca flavescens,species
Oecophoridae,Zonopetala,genus
cramMalaise75,cramMalaise75 Malaise2864,species
Zaspilothynnus,Zaspilothynnus trilobatus,species
Rhopalum,Rhopalum clavipes,species
Braconidae,Pseudorhysipolis,genus
Ocnerostoma,Ocnerostoma friesei,species
Enochrus,Enochrus ochropterus,species
Polysteganus,Polysteganus coeruleopunctatus,species
Aerophilus,Aerophilus calcaratus,species
Blacus,Blacus malaise0078,species
Hemiptera,Rhyparochromidae,family
Houghia,Houghia longicercus,species
Gobius,Gobius cobitis,species
Haplozetidae,Peloribates,genus
Gyrinidae,Patrus,genus
Coleophora,Coleophora JFL052,species
Erebidae,Evius,genus
Mycetophilidae,Epicypta,genus
Idiosepiidae,Idiosepius,genus
Staphylinidae,Mycetoporus,genus
Geometridae,Narraga,genus
Ichneumonidae,Proclitus,genus
Viviparidae,Cipangopaludina,genus
Psychoda,Psychoda minuta,species
Planotetraspora,Planotetraspora silvatica,species
Carangidae,Alepes,genus
Charmodia,Charmodia vectis,species
Lepidurus,Lepidurus lemmoni,species
Turridae,Gemmula,genus
Nomophila,Nomophila corticalis,species
Bombus,Bombus flavifrons,species
Alaus,Alaus plebejus,species
Dactyloceras,Dactyloceras lucina,species
Hoterodes,Hoterodes ausonia,species
Harpalus,Harpalus herbivagus,species
Rhithrogena,Rhithrogena allobrogica,species
Tateidae,Fluviopupa,genus
Ptecticus,Ptecticus sp. dip25SG,species
Dolerus,Dolerus picipes,species
Trathala,Trathala Malaise6277,species
Sympistis,Sympistis perscripta,species
Nephrotoma,Nephrotoma cornicina,species
Nymphalidae,Aglais,genus
Crambidae,Hoploscopa,genus
Exomias,Exomias pellucidus,species
Oecetis,Oecetis furva,species
Cameraria,Cameraria ohridella,species
Neoplecostomus,Neoplecostomus yapo,species
Abagrotis,Abagrotis trigona,species
Tachinidae,Prosenoides,genus
Languidipes,Languidipes taprobanes,species
Casinaria,Casinaria mesozosta,species
Glossina,Glossina swynnertoni,species
Pentatomidae,Ancyrosoma,genus
Rhinogobius,Rhinogobius giurinus,species
Palaeoagraecia,Palaeoagraecia ascenda,species
Theridiidae,Faiditus,genus
Stratiomyidae,Inopus,genus
Spongillida,Spongillidae,family
Hilara,Hilara quadrifasciata,species
Krateromaspis,Krateromaspis dilatata,species
Phaonia,Phaonia magnicornis,species
Megachile,Megachile ferox,species
Crambidae,Austromusotima,genus
Stenotrachelidae,Cephaloon,genus
cryptJanzen01,cryptJanzen01 Malaise1208,species
Tetratomidae,Hallomenus,genus
Stenoma,Stenoma BioLep94,species
Microdon,Microdon albicomatus,species
crypMalaise01,crypMalaise01 Malaise1271,species
Ambophthalmos,Ambophthalmos magnicirrus,species
Macrodactylus,Macrodactylus sylphisASolis01,species
Vampyressa,Vampyressa thyone,species
Anopheles,Anopheles walkeri,species
Cixiidae,Oecleopsis,genus
Julidae,Cylindroiulus,genus
Muscidae,Macrorchis,genus
Triportheus,Triportheus nematurus,species
Rhizobiaceae,Mesorhizobium_B,genus
Mytilocypris,Mytilocypris mytiloides,species
Helicarion,Helicarion cuvieri,species
Perciformes,Mullidae,family
Stenoma,Stenoma Janzen27,species
Hydropsychidae,Arctopsyche,genus
Echinorhinus,Echinorhinus brucus,species
Noctuidae,Data,genus
Scolelepis,Scolelepis acuta,species
Maevia,Maevia inclemens,species
Burkholderiaceae,Paraburkholderia,genus
Muscidae,Coenosia,genus
Attacus,Attacus intermedius,species
Ephemeroptera,Leptohyphidae,family
Diapriidae,Monelata,genus
geleBioLep01,geleBioLep01 BioLep1169,species
Riodinidae,Saribia,genus
Idiopidae,Misgolas,genus
Rhynchocyclus,Rhynchocyclus pacificus,species
Linyphiidae,Islandiana,genus
Poecilasthena,Poecilasthena urarcha,species
Thrips,Thrips trehernei,species
Trichostegia,Trichostegia minor,species
Pyralidae,Tacoma,genus
Euzophera,Euzophera pyriella,species
Rhacophoridae,Polypedates,genus
Bleptina,Bleptina caradrinalis,species
Ligia,Ligia occidentalis,species
Axiidae,Eutrichocheles,genus
Macrobrachium,Macrobrachium americanum,species
Ixodida,Ixodidae,family
Eriogaster,Eriogaster catax,species
Pseudanostirus,Pseudanostirus triundulatus,species
Stegana,Stegana bacilla,species
Thomisidae,Ebelingia,genus
Ophidiidae,Brotula,genus
Ephippidae,Platax,genus
Hoploseius,Hoploseius sp. 2,species
Anopheles,Anopheles oryzalimnetes,species
Bembidion,Bembidion fortestriatum,species
Fissurellidae,Fissurella,genus
Formicidae,Anochetus,genus
Diapheromeridae,Sermyle,genus
Rhopalomyia,Rhopalomyia florum,species
Hemiptera,Fulgoridae,family
Saphonecrus,Saphonecrus sp.,species
Pentatomidae,Odmalea,genus
Scutiger,Scutiger mammatus,species
Lucilia,Lucilia illustris,species
scopaBioLep01,scopaBioLep01 BioLep71,species
Pseudomedaeus,Pseudomedaeus agassizi,species
Coleoptera,Bostrichidae,family
Odonata,Aeshnidae,family
Cosmosoma,Cosmosoma teuthrasDHJ01,species
Mesostigmata,Digamasellidae,family
Bovicola,Bovicola sp.,species
Chrysocharis,Chrysocharis pubicornis,species
Chironomidae,Parapsectra,genus
Lasiocampidae,Hypotrabala,genus
Cossidae,Chilecomadia,genus
Alca,Alca torda,species
Candonopsis,Candonopsis sp. Biologic-OSTR009,species
Nocardiaceae,Rhodococcus,genus
Microzoanthus,Microzoanthus kagerou,species
Characidae,Roeboides,genus
Carabus,Carabus nitens,species
Wyeomyia,Wyeomyia abebela,species
Ixodidae,Hyalomma,genus
Diaphanidae,Diaphana,genus
Nerice,Paranerice hoenei,species
Hydropsyche,Hydropsyche formosana,species
Araneus,Araneus omnicolor,species
Schrankia,Hypenopsis macula,species
Cepaea,Cepaea nemoralis,species
Vespertilionidae,Lasiurus,genus
Macroteratura,Macroteratura megafurcula,species
Pomadasys,Pomadasys kaakan,species
Spathidexia,Spathidexia juanvialesi,species
Monomorium,Monomorium minimum,species
Orthocentrus,Orthocentrus malaise8804,species
Actinopterygii,Esociformes,order
Paraseiulus,Paraseiulus intermixtus,species
Mustelus,Mustelus punctulatus,species
Crambidae,Dicymolomia,genus
Pigritia,Pigritia laticapitella,species
Philonthus,Philonthus varians,species
Procambarus,Procambarus clarkii,species
Daphniidae,Daphnia,genus
Novaculina,Novaculina myanmarensis,species
Ichneumonidae,Setanta,genus
Opogona,Opogona sp. CC,species
Chrysis,Chrysis viridula,species
Arthroleptis,Arthroleptis francei,species
Linyphia,Linyphia triangularis,species
Rheumaptera,Rheumaptera subhastata,species
Chrysoesthia,Chrysoesthia verrucosa,species
Hesperiidae,Vertica,genus
Geometridae,Bagodares,genus
Blattella,Blattella biligata,species
Clausiliidae,Albinaria,genus
Agalliota,Agalliota quadripunctata,species
Nassarius,Nassarius thachi,species
Rhynchalastor,Rhynchalastor xanthomelas,species
Hyalorista,Hyalorista BioLep422,species
Griswoldia,Griswoldia robusta,species
Kuhliidae,Kuhlia,genus
Mythicomyiidae,Glabellula,genus
Polia,Polia nebulosa,species
Icta,Icta fulviceps,species
Erebidae,Coreura,genus
Scorpaenidae,Ebosia,genus
Macrosteles,Macrosteles tesselatus,species
Cyprinidae,Leucos,genus
Phlebotomus,Phlebotomus halepensis,species
Poduromorpha,Poduridae,family
Isopoda,Tainisopidae,family
Clionidae,Clione,genus
Pleuroprucha,Pleuroprucha BioLep670,species
Isohydnocera,Isohydnocera curtipennis,species
Callichthyidae,Corydoras,genus
Macrostemum,Macrostemum ulmeri,species
Xylodonta,Xylodonta billhaberi,species
Carangidae,Caranx,genus
Hemiptera,Issidae,family
Plicothrips,Plicothrips apicalis,species
Shinkailepas,Shinkailepas tollmanni,species
Carathis,Carathis septentrionalisDHJ02,species
Gorgonidia,Gorgonidia maronensis,species
Elateridae,Elater,genus
Syrphidae,Paragus,genus
Strauzia,Strauzia perfecta,species
Ceratitis,Ceratitis quilicii,species
Rhabdamia,Rhabdamia sp. ilota JP-2017,species
Greenidea,Greenidea ficicola,species
Wagneriana,Wagneriana tauricornis,species
Autographa,Autographa mappa,species
Atya,Atya innocous,species
Geometridae,Oaracta,genus
Pteromalidae,Janssoniella,genus
Sesamia,Sesamia typhae,species
Hesperiidae,Orthos,genus
Hamadryas,Hamadryas saurites,species
Metaxaglaea,Metaxaglaea inulta,species
Histeridae,Hypocaccus,genus
Cethosia,Cethosia cyane,species
Lasiocampidae,Pseudometa,genus
Pectinariidae,Lagis,genus
Phycomenes,Phycomenes zostericola,species
Pseudosciara,Pseudosciara sp.,species
Barbatula,Barbatula barbatula,species
Phyllobius,Phyllobius oblongus,species
Henricus,Henricus BioLep49,species
Corynosoma,Corynosoma villosum,species
Bostrichidae,Amphicerus,genus
Calopterygidae,Matrona,genus
Erebidae,Hemihyalea,genus
Cryptophasa,Cryptophasa sp. ANICP5,species
Xenuroturris,Xenuroturris legitima,species
Munidopsidae,Munidopsis,genus
Bibiodes,Bibiodes halteralis,species
Cominellidae,Cominella,genus
Evadne,Evadne nordmanni,species
Limnoperna,Limnoperna fortunei,species
Eusarca,Eusarca falcata,species
Sematuridae,Homidiana,genus
Eusirus,Eusirus cuspidatus,species
Gigartinales,Etheliaceae,family
Philodromus,Philodromus rufus,species
Loricariidae,Rineloricaria,genus
Argyrotaenia,Argyrotaenia BioLep119,species
Notodontidae,Epicoma,genus
Asterinidae,Aquilonastra,genus
Nidirana,Nidirana adenopleura,species
Olividae,Callianax,genus
Lunella,Lunella granulata,species
Rhodochlora,Rhodochlora brunneipalpis,species
Casandria,Acanthodica penicillium,species
Maldanidae,Chirimia,genus
Cucujidae,Cucujus,genus
Coleophoridae,Metriotes,genus
Trypoxylon,Trypoxylon nitidum,species
Megachilidae,Coelioxys,genus
Myllaena,Myllaena minuta,species
elachBioLep01,elachBioLep01 BioLep350,species
Polygordiidae,Polygordius,genus
Protorthodes,Protorthodes rufula,species
Geometridae,Mallomus,genus
Plakobranchidae,Elysia,genus
Libytheana,Libytheana carinenta,species
Atrasana,Atrasana callitoxa,species
Allantus,Allantus basalis,species
Nais,Nais communis,species
Braconidae,Protapanteles,genus
Sicyopterus,Sicyopterus microcephalus,species
Dilophus,Dilophus femoratus,species
Uroobovella,Uroobovella fimicola,species
Aedes,Aedes flavopictus,species
Woldstedtius,Woldstedtius flavolineatus,species
Lutjanus,Lutjanus semicinctus,species
Cricotopus,Cricotopus obnixus,species
Cotesia,Cotesia jft67,species
Pseudochorthippus,Pseudochorthippus parallelus,species
Aerophilus,Aerophilus rufipes,species
Monophadnus,Monophadnus pallescens,species
Schilbeidae,Ailia,genus
Epina,Epina alleni,species
Sterrhochaeta,Sterrhochaeta fulgurata,species
Gammarus,Gammarus oceanicus,species
Rhescyntis,Rhescyntis hippodamia,species
Pimpla,Pimpla insignatoria,species
Gastropoda,Plakobranchidae,family
Poduridae,Podura,genus
Curculionidae,Taurodemus,genus
Platycephalus,Platycephalus australis,species
Agonidae,Aspidophoroides,genus
Caenorhabditis,Caenorhabditis elegans,species
Carcharhinidae,Loxodon,genus
Echinodera,Echinodera aspromontensis,species
Phyllidia,Phyllidia varicosa,species
Tenthredo,Tenthredo cingulifer,species
Lepidoptera,Heliodinidae,family
Lepidoptera,Himantopteridae,family
Desidae,Cambridgea,genus
Chrysolarentia,Chrysolarentia lucidulata,species
Boana,Boana appendiculata,species
Chordata,Myxini,class
Glyptotrox,Glyptotrox spinulosus,species
Hypnea,Hypnea cervicornis,species
Iphitrachelus,Iphitrachelus sp. M326,species
Tanytarsus,Tanytarsus spadiceonotatus,species
Triuncidia,Triuncidia BioLep3557,species
Naphrys,Naphrys pulex,species
Schizocosa,Schizocosa mccooki,species
unclassified Lepidoptera,lepJanzen01,genus
Opsiphanes,Opsiphanes quiteria,species
Suillia,Suillia laevifrons,species
Tetrastichus,Tetrastichus acutiusculus,species
Ostreida,Ostreidae,family
Dogoia,Dogoia thia,species
Agrochola,Agrochola lactiflora,species
Pelecopsis,Pelecopsis sculpta,species
Coccinellidae,Vibidia,genus
Aves,Galliformes,order
Clibanarius,Clibanarius sclopetarius,species
Dendropoma,Dendropoma gregarium,species
Hymenoptera,Pteromalidae,family
Tupaia,Tupaia belangeri,species
Curculionidae,Porthetes,genus
Eucereon,Eucereon varia,species
Sternoptychidae,Maurolicus,genus
Crambidae,Massepha,genus
Formica,Formica lemani,species
Brenthia,Brenthia JR58,species
Polyplacophora,Chitonida,order
Phyllostomidae,Lophostoma,genus
Disphragis,Cecrita Chacon02,species
Pseudagrion,Pseudagrion bicoerulans,species
Sibinia,Sibinia fulva,species
Helgicirrha,Helgicirrha malayensis,species
Baritius,Baritius grandisBE02,species
Nymphalidae,Siderone,genus
Skistodiaptomus,Skistodiaptomus reighardi,species
Mantodea,Thespidae,family
Nettastomatidae,Nettastoma,genus
Centropagidae,Calamoecia,genus
Alloxysta,Alloxysta pilipennis,species
Oecophoridae,Tachystola,genus
Braconidae,Earinus,genus
Sarcophaga,Sarcophaga nearctica,species
Cheilosia,Cheilosia transcaucasica,species
Scathophaga,Scathophaga furcata,species
Gobiidae,Chaeturichthys,genus
Heterorhabdus,Heterorhabdus oikoumenikis,species
Coccinella,Coccinella johnsoni,species
Leptoceridae,Grumichella,genus
cryptJanzen01,cryptJanzen01 Malaise8163,species
Anopheles,Anopheles demeilloni,species
Ensina,Ensina sonchi,species
Garella,Garella nilotica,species
Prepona,Prepona laertesDHJ03,species
Pherbellia,Pherbellia nana,species
Apanteles,Apanteles bernyapui,species
Dictyotales,Dictyotaceae,family
Prasinocyma,Prasinocyma albicosta,species
Pitthea,Pitthea famula,species
Wolbachia,Wolbachia sp. Nylanderia undet,species
Cryptophasa,Cryptophasa phycidoides,species
Epinotia,Epinotia subocellana,species
Hylidae,Aplastodiscus,genus
Oecophoridae,Callima,genus
Sclerocoelus,Sclerocoelus dasysternum,species
Tabanus,Tabanus vittiger,species
Staphylinidae,Eupines,genus
Melandryidae,Dircaea,genus
Stenoma,Stenoma Janzen09,species
Chrysomelidae,Donacia,genus
Perreyia,Perreyia picea,species
Hydroptilidae,Metrichia,genus
Rasbora,Rasbora hubbsi,species
Arthrobacter,Arthrobacter halodurans,species
Berothidae,berothidJanzen01,genus
Chironomus,Chironomus dorsalis,species
Niphargus,Niphargus spinulifemur,species
Corophium,Corophium multisetosum,species
Campoletis,Campoletis chlorideae,species
Carpophilus,Carpophilus mutilatus,species
Armadillidium,Armadillidium vulgare,species
Ophiopholis,Ophiopholis kennerlyi,species
Eupithecia,Eupithecia subfuscata,species
Automeris,Automeris hamata,species
Tortyra,Tortyra slossonia,species
Sphingidae,Manduca,genus
Oecetis,Oecetis inconspicua,species
Acronicta,Acronicta impressa,species
Gnathonemus,Gnathonemus petersii,species
Rothschildia,Rothschildia fabiani,species
Trigona,Trigona spinipes,species
Brothylus,Brothylus gemmulatus,species
Cecidomyiidae,Dentifibula,genus
Piciformes,Bucconidae,family
Crambidae,Agathodes,genus
Dryomyzidae,Dryomyza,genus
Blenniidae,Salaria,genus
Curculionidae,Trachodes,genus
Cucumaria,Cucumaria frondosa,species
Stigmaeidae,Stigmaeus,genus
Bradysia,Bradysia strenua,species
Eumerus,Eumerus pulchellus,species
Homosetia,Homosetia fasciella,species
Diplopoda,Sphaerotheriida,order
Arcidens,Arcidens wheeleri,species
Megaselia,Megaselia largifrontalis,species
Erebidae,Epeiromulona,genus
Ebo,Ebo iviei,species
Erebidae,Maenas,genus
Olceclostera,Olceclostera interniplaga,species
Winthemia,Winthemia datanae,species
Plutodes,Plutodes sp. 3,species
Fulgoridae,Acraephia,genus
Simopelta,Simopelta MAS001,species
Corticattus,Corticattus guajataca,species
Banasa,Banasa dimidiata,species
Therevidae,Irwiniella,genus
Tortricidae,Costosa,genus
Pimelia,Pimelia angustata,species
Myurellopsis,Myurellopsis columellaris,species
Hypogastrura,Hypogastrura assimilis,species
Cichlasoma,Cichlasoma sanctifranciscense,species
Strongyloides,Strongyloides fuelleborni,species
Psectrocladius,Psectrocladius limbatellus,species
Mycetophilidae,Anatella,genus
Arawacus,Arawacus togarna,species
Sarcinodes,Sarcinodes perakaria,species
Smittia,Smittia edwardsi,species
Animalia,Cnidaria,phylum
Eois,Eois BioLep39,species
Trichydridae,Trichydra,genus
Cratyna,Cratyna cryptospina,species
Ancherythroculter,Ancherythroculter lini,species
Paratheta,Mixodetis sp. ANIC2,species
Coleoptera,Ciidae,family
Ceratodontiformes,Neoceratodontidae,family
Caucasotachea,Caucasotachea vindobonensis,species
Erebidae,Gloora,genus
Sarcophaga,Sarcophaga shermani,species
crypMalaise01,crypMalaise01 Malaise7762,species
Anthracothorax,Anthracothorax veraguensis,species
Thiaridae,Mieniplotia,genus
Passeriformes,Pellorneidae,family
Chalcididae,chalMalaise4320,genus
Osmeriformes,Platytroctidae,family
Xiphias,Xiphias gladius,species
Parachernes,Parachernes setosus,species
Decapoda,Cambaridae,family
Peribatodes,Peribatodes rhomboidaria,species
Alepisaurus,Alepisaurus ferox,species
Myoxocephalus,Myoxocephalus quadricornis,species
Acrolophus,Acrolophus klotsi,species
Geomitridae,Xerocrassa,genus
Pyralidae,Bibasilaris,genus
Scarabaeidae,Phalops,genus
Sinoe,Sinoe BioLep2857,species
Cecharismena,Cecharismena anartoides,species
Fota,Fota armata,species
Bastilla,Bastilla joviana,species
Orthocladius,Orthocladius musester,species
Crambidae,Sitochroa,genus
Stigmella,Stigmella hemargyrella,species
Syrphidae,Hypocritanus,genus
gelJanzen01,gelJanzen01 Janzen7407,species
Palpada,Palpada flavoscutellata,species
Eucosma,Eucosma fulvana,species
Branchiopoda,Anomopoda,order
Sarcoptiformes,Gustaviidae,family
Thomisidae,Pherecydes,genus
Phyllodocidae,Nereiphylla,genus
Pyralidae,Emmalocera,genus
Hypagyrtis,Hypagyrtis piniata,species
Amyna,Amyna axis,species
Glyptocephalus,Glyptocephalus zachirus,species
Dasypolia,Dasypolia templi,species
Bracon,Bracon kopelkei,species
Malocampa,Malocampa argentata,species
Ulidiidae,Schnusimyia,genus
Curculionidae,Platypus,genus
Gastropoda,Nudibranchia,order
Cladotanytarsus,Cladotanytarsus amandus,species
Simyra,Simyra albovenosa,species
Euteliidae,Savoca,genus
Amphimallon,Amphimallon seidlitzi,species
Scatopsciara,Scatopsciara calamophila,species
Pelochrista,Pelochrista caniceps,species
Hypocrita,Eucyane monzoni,species
Rhamphichthyidae,Rhamphichthys,genus
Syricoris,Syricoris lacunana,species
Viloriodes,Viloriodes montagna,species
Maxillopoda,Kentrogonida,order
Tortrix,Tortrix viridana,species
Pycnopsyche,Pycnopsyche guttifera,species
crypMalaise01,crypMalaise01 Malaise5184,species
Pseudoaricia,Pseudoaricia nicias,species
Nyceryx,Nyceryx riscus,species
Clubiona,Clubiona norvegica,species
Sepsidae,Nemopoda,genus
Barea,Barea sp. ANIC27,species
Antaeotricha,Antaeotricha Janzen290,species
Tachytes,Tachytes aurulentus,species
Malacalcyonacea,Xeniidae,family
Aequiyoldia,Aequiyoldia eightsii,species
Oithonidae,Oithona,genus
Masaridae,Pseudomasaris,genus
Monocrepidius,Monocrepidius lividus,species
Essigella,Essigella knowltoni,species
Carcharhiniformes,Hemigaleidae,family
Lobocleta,Lobocleta BioLep363,species
Pseudaulacaspis,Pseudaulacaspis prunicola,species
Noctuidae,Protoperigea,genus
Carthara,Carthara albicosta,species
Chironomidae,Corynoneura,genus
Sapygidae,Sapygina,genus
Hysterocarpus,Hysterocarpus traskii,species
Scoliocentra,Scoliocentra fraterna,species
Micrathetis,Micrathetis triplexDHJ02,species
Ocybrachypoda,Ocybrachypoda celeripes,species
Aspidapion,Aspidapion radiolus,species
Magneuptychia,Magneuptychia moderata,species
Siluriformes,Pangasiidae,family
Porcellionidae,Porcellionides,genus
Ectropis,Ectropis EF03,species
Limnoria,Limnoria stephenseni,species
Episcepsis,Episcepsis,species
Symmachia,Symmachia tricolor,species
Meranoplus,Meranoplus mayri,species
Phylloscopus,Phylloscopus fuscatus,species
Clupeiformes,Engraulidae,family
Phytodietus,Phytodietus obscurus,species
Fieberocapsus,Fieberocapsus flaveolus,species
Psenulus,Psenulus schencki,species
Acrididae,Jivarus,genus
Strongylocoris,Strongylocoris niger,species
Puncturella,Puncturella galeata,species
Molossidae,Tadarida,genus
Rejectaria,Rejectaria BioLep4043,species
Mormyridae,Pollimyrus,genus
Agrotis,Agrotis vancouverensis,species
Hylaeus,Hylaeus sp. KSP60,species
Engraulicypris,Engraulicypris brevianalis,species
Habrotrocha,Habrotrocha sp. HabS5,species
Octolasion,Octolasion lacteum,species
Siluriformes,Pseudopimelodidae,family
Pterois,Pterois lunulata,species
Hippocampus,Hippocampus denise,species
